seller_username,name,description,scores
a202500620324,a202500620324的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.7714285714285715}, {""round"": 2, ""score"": 0.9166666666666666}, {""round"": 3, ""score"": 9.0}, {""round"": 4, ""score"": 13.333333333333334}, {""round"": 5, ""score"": -3.0}, {""round"": 6, ""score"": -3.0}, {""round"": 7, ""score"": -3.0}, {""round"": 8, ""score"": 18.0}, {""round"": 9, ""score"": 14.0}]"
a202500630045,a202500630045的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
a202500630095,a202500630095的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
a202500800390,泰运优选,严选品质，价格实惠，售后贴心,"[{""round"": 1, ""score"": 0.4004329004329004}, {""round"": 2, ""score"": 0.5}, {""round"": 3, ""score"": -3.0}, {""round"": 4, ""score"": 2.0}, {""round"": 5, ""score"": 1.0}, {""round"": 6, ""score"": 1.0}, {""round"": 7, ""score"": 8.0}, {""round"": 8, ""score"": 25.0}, {""round"": 9, ""score"": 30.666666666666668}]"
a202500810212,精选用品,本店会为您提供价格最为优惠，最实用性价比最高的商品，请尽情选购,"[{""round"": 1, ""score"": 0.125}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": -14.0}, {""round"": 4, ""score"": -14.0}, {""round"": 5, ""score"": -2.0}, {""round"": 6, ""score"": 14.666666666666666}, {""round"": 7, ""score"": 15.0}, {""round"": 8, ""score"": 5.2}, {""round"": 9, ""score"": 25.333333333333332}]"
a202500820053,a202500820053的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
a202500820062,a202500820062的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
a202500820175,a202500820175的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
a202500820201,a202500820201的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
a202500820252,a202500820252的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
a202537450,a202537450的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
a202537670,发现美理,这是你的商店描述,"[{""round"": 1, ""score"": 3.0}, {""round"": 2, ""score"": 0.625}, {""round"": 3, ""score"": -14.0}, {""round"": 4, ""score"": -1.5}, {""round"": 5, ""score"": -19.0}, {""round"": 6, ""score"": -5.0}, {""round"": 7, ""score"": 2.0}, {""round"": 8, ""score"": -5.0}, {""round"": 9, ""score"": -8.0}]"
admin,admin's Shop,,[]
b202100630041,泰国美妆好物,这是一家售卖泰国本土平价美妆产品的小店，保证正品，不正包退，假一赔十。,"[{""round"": 1, ""score"": 2.1666666666666665}, {""round"": 2, ""score"": 2.2}, {""round"": 3, ""score"": -14.0}, {""round"": 4, ""score"": 13.0}, {""round"": 5, ""score"": 18.0}, {""round"": 6, ""score"": -0.8333333333333334}, {""round"": 7, ""score"": -3.5}, {""round"": 8, ""score"": 15.0}, {""round"": 9, ""score"": 34.0}]"
b202100630238,AAA美妆冯姐,美妆认准冯姐就对了,"[{""round"": 1, ""score"": 1.8333333333333333}, {""round"": 2, ""score"": 2.142857142857143}, {""round"": 3, ""score"": -1.0}, {""round"": 4, ""score"": -3.3333333333e-17}, {""round"": 5, ""score"": -6.0}, {""round"": 6, ""score"": 17.333333333333332}, {""round"": 7, ""score"": -3.0}, {""round"": 8, ""score"": -8.0}, {""round"": 9, ""score"": 38.0}]"
b202200630044,b202200630044的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
b202300620004,兰佛,蓝佛，带给您居家最温馨宁静的守护！,"[{""round"": 1, ""score"": 2.25}, {""round"": 2, ""score"": 0.625}, {""round"": 3, ""score"": -8.0}, {""round"": 4, ""score"": 2.0}, {""round"": 5, ""score"": 8.0}, {""round"": 6, ""score"": 6.0}, {""round"": 7, ""score"": 17.0}, {""round"": 8, ""score"": 17.0}, {""round"": 9, ""score"": 20.0}]"
b202300620274,Thai Quality Selection Store,"We select high-quality Chinese daily necessities and electronic products. Adopt dropshipping model, stable delivery speed and good after-sales service. Cost-effective and popular among Thai consumers.","[{""round"": 1, ""score"": 1.290909090909091}, {""round"": 2, ""score"": 0.625}, {""round"": 3, ""score"": -9.0}, {""round"": 4, ""score"": -14.0}, {""round"": 5, ""score"": -5.0}, {""round"": 6, ""score"": -24.0}, {""round"": 7, ""score"": 12.0}, {""round"": 8, ""score"": -1.0}, {""round"": 9, ""score"": -12.0}]"
b202300620355,泰国优选好物馆,高性价比好物，涵盖日用百货，家居用品等全品类。,"[{""round"": 1, ""score"": 1.6428571428571428}, {""round"": 2, ""score"": 1.5}, {""round"": 3, ""score"": -1.0}, {""round"": 4, ""score"": -5.0}, {""round"": 5, ""score"": -15.0}, {""round"": 6, ""score"": -3.0}, {""round"": 7, ""score"": -7.0}, {""round"": 8, ""score"": -3.0}, {""round"": 9, ""score"": 25.0}]"
b202300630031,暹罗精选好物社,专注实际需求精选好物，高性价比，质量超好，放心购买,"[{""round"": 1, ""score"": 0.3051948051948052}, {""round"": 2, ""score"": 0.575}, {""round"": 3, ""score"": -14.0}, {""round"": 4, ""score"": -8.0}, {""round"": 5, ""score"": 4.0}, {""round"": 6, ""score"": 21.5}, {""round"": 7, ""score"": 25.0}, {""round"": 8, ""score"": 12.5}, {""round"": 9, ""score"": 18.0}]"
b202300630048,简爱,热爱生活，永远为快乐而活,"[{""round"": 1, ""score"": 0.23376623376623376}, {""round"": 2, ""score"": 0.4166666666666667}, {""round"": 3, ""score"": -24.0}, {""round"": 4, ""score"": 1.0}, {""round"": 5, ""score"": -8.0}, {""round"": 6, ""score"": -24.0}, {""round"": 7, ""score"": -1.0}, {""round"": 8, ""score"": -9.0}, {""round"": 9, ""score"": -8.0}]"
b202300630074,呼~学习吧,学习英语，从我做起，本家小店提供英美双音拼读，语法词汇必备等，高品质保障您值得拥有。,"[{""round"": 1, ""score"": 0.34285714285714286}, {""round"": 2, ""score"": 0.8666666666666667}, {""round"": 3, ""score"": -19.0}, {""round"": 4, ""score"": -9.666666666666666}, {""round"": 5, ""score"": -24.0}, {""round"": 6, ""score"": -10.0}, {""round"": 7, ""score"": 1.0}, {""round"": 8, ""score"": 17.0}, {""round"": 9, ""score"": 29.0}]"
b202300630176,有印良品,你的生活我来守护,"[{""round"": 1, ""score"": 0.21428571428571427}, {""round"": 2, ""score"": 0.4166666666666667}, {""round"": 3, ""score"": -19.0}, {""round"": 4, ""score"": -5.5}, {""round"": 5, ""score"": -10.0}, {""round"": 6, ""score"": -10.0}, {""round"": 7, ""score"": -8.0}, {""round"": 8, ""score"": -9.0}, {""round"": 9, ""score"": -24.0}]"
b202300630186,泰泰甄选,只选好用的居家百货,"[{""round"": 1, ""score"": 0.3571428571428571}, {""round"": 2, ""score"": 0.7}, {""round"": 3, ""score"": 29.0}, {""round"": 4, ""score"": 20.0}, {""round"": 5, ""score"": 48.0}, {""round"": 6, ""score"": 29.0}, {""round"": 7, ""score"": 20.0}, {""round"": 8, ""score"": 20.0}, {""round"": 9, ""score"": 19.0}]"
b202300630251,Sabai Living,"Sabai Living is a space for the little things that make life feel lighter.
From cooling essentials to playful details, everything is chosen to bring comfort, ease, and a soft kind of joy into your day.

Stay cool, stay sabai.","[{""round"": 1, ""score"": 0.4464285714285714}, {""round"": 2, ""score"": 1.0833333333333333}, {""round"": 3, ""score"": -14.0}, {""round"": 4, ""score"": -4.333333333333333}, {""round"": 5, ""score"": -3.0}, {""round"": 6, ""score"": 15.666666666666668}, {""round"": 7, ""score"": 16.5}, {""round"": 8, ""score"": 5.5}, {""round"": 9, ""score"": -3.0}]"
b202300630252,花漾彩妆,精选高性价比日常彩妆，打造清透自然妆感，新手友好不踩雷，承包你的日常妆容,"[{""round"": 1, ""score"": 0.5095238095238095}, {""round"": 2, ""score"": 0.8333333333333333}, {""round"": 3, ""score"": -19.0}, {""round"": 4, ""score"": 9.0}, {""round"": 5, ""score"": 4.0}, {""round"": 6, ""score"": 2.0}, {""round"": 7, ""score"": -3.0}, {""round"": 8, ""score"": -1.0}, {""round"": 9, ""score"": -24.0}]"
b202400620304,阳光生活,时尚女装，实用家居，来进入店铺吧，打开专属于你的阳光生活。,"[{""round"": 1, ""score"": 1.3409090909090908}, {""round"": 2, ""score"": 0.46785714285714286}, {""round"": 3, ""score"": -9.0}, {""round"": 4, ""score"": 2.0}, {""round"": 5, ""score"": 25.0}, {""round"": 6, ""score"": -1.0}, {""round"": 7, ""score"": 22.0}, {""round"": 8, ""score"": 4.0}, {""round"": 9, ""score"": -1.0}]"
b202400630111,樱花小卖铺,应有尽有，走过路过，不要错过,"[{""round"": 1, ""score"": 0.3964285714285714}, {""round"": 2, ""score"": 0.6761904761904762}, {""round"": 3, ""score"": -19.0}, {""round"": 4, ""score"": -19.0}, {""round"": 5, ""score"": -14.0}, {""round"": 6, ""score"": -5.0}, {""round"": 7, ""score"": -3.0}, {""round"": 8, ""score"": -10.0}, {""round"": 9, ""score"": 6.0}]"
b202400630132,丽莎美妆,高质美妆品牌,"[{""round"": 1, ""score"": 0.738095238095238}, {""round"": 2, ""score"": 1.0}, {""round"": 3, ""score"": -14.0}, {""round"": 4, ""score"": -10.0}, {""round"": 5, ""score"": 9.0}, {""round"": 6, ""score"": 18.0}, {""round"": 7, ""score"": -19.0}, {""round"": 8, ""score"": -5.0}, {""round"": 9, ""score"": -7.0}]"
b202400800195,b202400800195的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
b202400800323,张俊驰的店铺,贩卖一切你需要的商品,"[{""round"": 1, ""score"": 0.6547619047619048}, {""round"": 2, ""score"": 0.46785714285714286}, {""round"": 3, ""score"": 5.333333333333333}, {""round"": 4, ""score"": -8.333333333333334}, {""round"": 5, ""score"": -9.333333333333332}, {""round"": 6, ""score"": 10.0}, {""round"": 7, ""score"": -1.0}, {""round"": 8, ""score"": 17.0}, {""round"": 9, ""score"": -5.0}]"
b202400810248,泰友甄选,致力于成为最值得您信赖的好物推荐官,"[{""round"": 1, ""score"": 0.4659090909090909}, {""round"": 2, ""score"": 0.6666666666666666}, {""round"": 3, ""score"": -3.0}, {""round"": 4, ""score"": -3.0}, {""round"": 5, ""score"": -3.0}, {""round"": 6, ""score"": -3.0}, {""round"": 7, ""score"": -10.0}, {""round"": 8, ""score"": -6.0}, {""round"": 9, ""score"": 3.0}]"
b202400820061,三只铺子,只有你想不到没有你买不到,"[{""round"": 1, ""score"": 1.2714285714285714}, {""round"": 2, ""score"": 0.7833333333333333}, {""round"": 3, ""score"": -9.0}, {""round"": 4, ""score"": -2.0}, {""round"": 5, ""score"": 13.0}, {""round"": 6, ""score"": 44.0}, {""round"": 7, ""score"": 20.0}, {""round"": 8, ""score"": 38.0}, {""round"": 9, ""score"": 28.0}]"
b202437715,麦当劳,MMMMMM,"[{""round"": 1, ""score"": 1.290909090909091}, {""round"": 2, ""score"": 1.25}, {""round"": 3, ""score"": 2.0}, {""round"": 4, ""score"": 14.0}, {""round"": 5, ""score"": 32.0}, {""round"": 6, ""score"": 44.0}, {""round"": 7, ""score"": 48.0}, {""round"": 8, ""score"": 34.0}, {""round"": 9, ""score"": 50.0}]"
b202500610001,简物集,专注简单好物，为您带来半日闲。,"[{""round"": 1, ""score"": 1.1428571428571428}, {""round"": 2, ""score"": 1.6666666666666663}, {""round"": 3, ""score"": -19.0}, {""round"": 4, ""score"": -14.0}, {""round"": 5, ""score"": -24.0}, {""round"": 6, ""score"": -1.0}, {""round"": 7, ""score"": -3.0}, {""round"": 8, ""score"": 20.0}, {""round"": 9, ""score"": 22.0}]"
b202500620060,ThaiPick,泰国精选，传递快乐购物感,"[{""round"": 1, ""score"": 0.14285714285714285}, {""round"": 2, ""score"": 0.2}, {""round"": 3, ""score"": -19.0}, {""round"": 4, ""score"": 0.666666666666667}, {""round"": 5, ""score"": 27.0}, {""round"": 6, ""score"": -13.333333333333334}, {""round"": 7, ""score"": -3.0}, {""round"": 8, ""score"": 19.0}, {""round"": 9, ""score"": 35.0}]"
b202500620113,泰国印记旅游必备品纪念品防晒治愈,无论你是打算在泰国旅游担心晒伤，还是想带一些东西回国纪念，无论喜欢热带风情特色还是宗教神圣，都能在我们的店铺找到你需要的东西。高档次高性价比。,"[{""round"": 1, ""score"": 0.7333333333333333}, {""round"": 2, ""score"": 0.9583333333333331}, {""round"": 3, ""score"": 5.333333333333333}, {""round"": 4, ""score"": -15.0}, {""round"": 5, ""score"": -15.0}, {""round"": 6, ""score"": 6.0}, {""round"": 7, ""score"": -1.0}, {""round"": 8, ""score"": -1.5}, {""round"": 9, ""score"": -5.0}]"
b202500620132,一品泰选,精选高品质好物，时尚设计适配现代生活，服务专业，准时发货，让您享受高品质购物,"[{""round"": 1, ""score"": 1.3214285714285714}, {""round"": 2, ""score"": 0.7916666666666666}, {""round"": 3, ""score"": 11.666666666666668}, {""round"": 4, ""score"": -10.5}, {""round"": 5, ""score"": -15.0}, {""round"": 6, ""score"": -10.0}, {""round"": 7, ""score"": -14.0}, {""round"": 8, ""score"": -1.0}, {""round"": 9, ""score"": -24.0}]"
b202500620184,宝妈好物,这里有全平台集齐了高性价比的各种家居好物，时尚服装等等,"[{""round"": 1, ""score"": 1.5833333333333333}, {""round"": 2, ""score"": 1.3928571428571428}, {""round"": 3, ""score"": -19.0}, {""round"": 4, ""score"": 9.666666666666666}, {""round"": 5, ""score"": -3.5}, {""round"": 6, ""score"": -5.0}, {""round"": 7, ""score"": -14.0}, {""round"": 8, ""score"": -15.0}, {""round"": 9, ""score"": 14.666666666666666}]"
b202500620241,ivy store,这是你的商店描述,"[{""round"": 1, ""score"": 1.1666666666666667}, {""round"": 2, ""score"": 1.325}, {""round"": 3, ""score"": -10.0}, {""round"": 4, ""score"": -10.0}, {""round"": 5, ""score"": 10.0}, {""round"": 6, ""score"": 11.666666666666666}, {""round"": 7, ""score"": 3.0}, {""round"": 8, ""score"": -12.0}, {""round"": 9, ""score"": -13.333333333333334}]"
b202500620251,巴布之家,花少钱，买好货。每日上新，品质严选，等你来购！,"[{""round"": 1, ""score"": 0.4575757575757576}, {""round"": 2, ""score"": 0.75}, {""round"": 3, ""score"": -19.0}, {""round"": 4, ""score"": 2.666666666666667}, {""round"": 5, ""score"": 5.0}, {""round"": 6, ""score"": 29.0}, {""round"": 7, ""score"": 18.0}, {""round"": 8, ""score"": 9.0}, {""round"": 9, ""score"": 40.0}]"
b202500620270,日常家居用品店easy to get,"我们为您的日常生活所需提供一站式购物，为大家提供了优质产品，覆盖全面、快速发货、保证品质、耐心服务是我们的承诺，请放心购物吧！！
","[{""round"": 1, ""score"": 0.380952380952381}, {""round"": 2, ""score"": 0.75}, {""round"": 3, ""score"": -14.0}, {""round"": 4, ""score"": 1.0}, {""round"": 5, ""score"": -3.0}, {""round"": 6, ""score"": 4.0}, {""round"": 7, ""score"": 1.0}, {""round"": 8, ""score"": -1.0}, {""round"": 9, ""score"": 21.0}]"
b202500620298,月珞汀,"专注于年轻女性的保养，给您的肌肤最极致的呵护
","[{""round"": 1, ""score"": 0.3964285714285714}, {""round"": 2, ""score"": 0.75}, {""round"": 3, ""score"": 13.0}, {""round"": 4, ""score"": 13.333333333333334}, {""round"": 5, ""score"": 9.0}, {""round"": 6, ""score"": 60.0}, {""round"": 7, ""score"": 50.0}, {""round"": 8, ""score"": 37.0}, {""round"": 9, ""score"": 44.0}]"
b202500620363,暹罗生活馆,精选适合泰国市场的优质好货，贴合泰国的气候和生活习俗，相信我们，我们是你们挑选商品的首选！,"[{""round"": 1, ""score"": 0.4380952380952381}, {""round"": 2, ""score"": 0.8666666666666666}, {""round"": 3, ""score"": 4.0}, {""round"": 4, ""score"": 17.0}, {""round"": 5, ""score"": 17.0}, {""round"": 6, ""score"": -10.0}, {""round"": 7, ""score"": 1.0}, {""round"": 8, ""score"": 36.0}, {""round"": 9, ""score"": 29.0}]"
b202500620370,五金杂货铺,"品质过硬，质量够高，性价比足







","[{""round"": 1, ""score"": 0.5909090909090909}, {""round"": 2, ""score"": 1.6666666666666663}, {""round"": 3, ""score"": -6.0}, {""round"": 4, ""score"": 24.0}, {""round"": 5, ""score"": -6.0}, {""round"": 6, ""score"": -24.0}, {""round"": 7, ""score"": -8.0}, {""round"": 8, ""score"": -8.0}, {""round"": 9, ""score"": -6.0}]"
b202500820062,b202500820062的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
b202537671,啵啵脆商店,在这里买你所买！,"[{""round"": 1, ""score"": 0.4166666666666667}, {""round"": 2, ""score"": 1.3666666666666667}, {""round"": 3, ""score"": 1.0}, {""round"": 4, ""score"": 25.0}, {""round"": 5, ""score"": 44.0}, {""round"": 6, ""score"": 26.666666666666668}, {""round"": 7, ""score"": 46.666666666666664}, {""round"": 8, ""score"": 14.0}, {""round"": 9, ""score"": 20.5}]"
b202537674,宜家小店,生活用品，一站式购齐！,"[{""round"": 1, ""score"": 0.5214285714285715}, {""round"": 2, ""score"": 1.5333333333333332}, {""round"": 3, ""score"": -3.0}, {""round"": 4, ""score"": 2.0}, {""round"": 5, ""score"": -3.0}, {""round"": 6, ""score"": -3.0}, {""round"": 7, ""score"": -3.0}, {""round"": 8, ""score"": -19.0}, {""round"": 9, ""score"": -15.0}]"
E001,E001的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.8333333333333333}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
E002,E002的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
E003,E003的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
E004,E004的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
E005,E005的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
E006,E006的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
E007,E007的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
E008,E008的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
E009,E009的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
E010,E010的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
F001,F001的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
F002,F002的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.32900432900432897}, {""round"": 2, ""score"": 0.5333333333333333}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
F003,F003的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": -3.5}, {""round"": 9, ""score"": -4.333333333333334}]"
F004,F004的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
F005,F005的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
F006,F006的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
F007,F007的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
F008,F008的商店,这是你的商店描述,"[{""round"": 1, ""score"": 0.0}, {""round"": 2, ""score"": 0.0}, {""round"": 3, ""score"": 0.0}, {""round"": 4, ""score"": 0.0}, {""round"": 5, ""score"": 0.0}, {""round"": 6, ""score"": 0.0}, {""round"": 7, ""score"": 0.0}, {""round"": 8, ""score"": 0.0}, {""round"": 9, ""score"": 0.0}]"
